thread_num,logger_num,buffer_num,buffer_size,clocks_per_us,epoch_time,extime,max_ope,rmw,rratio,tuple_num,ycsb,zipf_skew,throughput[tps],abort_rate,durabule_latency,log_throughput[B/s],write_latency_rate,write_count,buffer_count,byte_count,txn_latency,log_queue_latency,write_latency,notify_latency,backpressure_latency,wait_depoch_latency,mean_depoch_diff,sdev_depoch_diff,max_depoch_diff,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses
8,8,4,512,2095,40,8,10,0,0,1000000,1,0,6945515,0.0003,-nan,1.06062e+09,0.00607194,18183,18248,8890511536,0.0009,2.0119,0.0002,-nan,0.0353,,1.09272,0.290053,2,,,
8,8,4,512,2095,40,8,10,0,0,1000000,1,0,6913512,0.0003,-nan,1.05575e+09,0.00611986,18004,18082,8849545776,0.0009,2.0241,0.0002,-nan,0.0355,,1.09287,0.290256,2,,,
8,8,4,512,2095,40,8,10,0,0,1000000,1,0,6929751,0.0003,-nan,1.05822e+09,0.00614209,18120,18176,8870333872,0.0009,2.0171,0.0002,-nan,0.0354,,1.09227,0.28942,2,,,
8,8,4,512,2095,40,8,10,0,0,1000000,1,0,6906424,0.0003,-nan,1.05466e+09,0.00604391,17799,17915,8840471024,0.0009,2.0247,0.0002,-nan,0.0358,,1.09394,0.29175,2,,,
8,8,4,512,2095,40,8,10,0,0,1000000,1,0,6891584,0.0003,-nan,1.05238e+09,0.00612312,17623,17805,8821472320,0.0009,2.0322,0.0002,-nan,0.0358,,1.09488,0.293052,2,,,
24,8,4,512,2095,40,8,10,0,0,1000000,1,0,20403850,0.0009,-nan,3.11583e+09,0.0134244,34599,50372,26117618080,0.0009,2.0498,0.0002,-nan,0.0381,,1.08353,0.276683,2,,,
24,8,4,512,2095,40,8,10,0,0,1000000,1,0,20415668,0.0009,-nan,3.11757e+09,0.0136244,33283,50358,26132741792,0.0009,2.0530,0.0002,-nan,0.0381,,1.08241,0.274999,2,,,
24,8,4,512,2095,40,8,10,0,0,1000000,1,0,20437285,0.0009,-nan,3.12091e+09,0.0135939,33106,50359,26160410848,0.0009,2.0512,0.0002,-nan,0.0380,,1.08071,0.272394,2,,,
24,8,4,512,2095,40,8,10,0,0,1000000,1,0,20450344,0.0009,-nan,3.12289e+09,0.0135921,33718,50372,26177131056,0.0009,2.0489,0.0002,-nan,0.0381,,1.08346,0.276576,2,,,
24,8,4,512,2095,40,8,10,0,0,1000000,1,0,20447214,0.0008,-nan,3.12243e+09,0.0135978,33540,50340,26173121840,0.0009,2.0491,0.0002,-nan,0.0382,,1.0836,0.276794,2,,,
56,8,4,512,2095,40,8,10,0,0,1000000,1,0,46101188,0.0021,-nan,7.04039e+09,0.0290685,76210,117411,59012178208,0.0009,2.0636,0.0002,-nan,0.0399,,1.08214,0.274582,2,,,
56,8,4,512,2095,40,8,10,0,0,1000000,1,0,45543733,0.0021,-nan,6.9548e+09,0.0289897,76694,117397,58297595168,0.0010,2.0832,0.0002,-nan,0.0406,,1.08357,0.276737,2,,,
