writeLog,0,524288,1, 524288 , 55 , 1
writeLog,0,524288,2, 1048576 , 99 , 1
writeLog,0,524288,4, 2097152 , 158 , 1
writeLog,0,524288,8, 4194304 , 228 , 1
writeLog,0,524288,16, 8388608 , 260 , 1
writeLog,0,524288,32, 16777216 , 269 , 1
writeLog,0,524288,64, 33554432 , 285 , 1
writeLog,0,524288,128, 67108864 , 303 , 1
writeLog,0,524288,1, 524288 , 100 , 2
writeLog,0,524288,2, 1048576 , 162 , 2
writeLog,0,524288,4, 2097152 , 229 , 2
writeLog,0,524288,8, 4194304 , 285 , 2
writeLog,0,524288,16, 8388608 , 310 , 2
writeLog,0,524288,32, 16777216 , 318 , 2
writeLog,0,524288,64, 33554432 , 335 , 2
writeLog,0,524288,128, 67108864 , 336 , 2
writeLog,0,524288,1, 524288 , 133 , 3
writeLog,0,524288,2, 1048576 , 202 , 3
writeLog,0,524288,4, 2097152 , 224 , 3
writeLog,0,524288,8, 4194304 , 323 , 3
writeLog,0,524288,16, 8388608 , 327 , 3
writeLog,0,524288,32, 16777216 , 339 , 3
writeLog,0,524288,64, 33554432 , 352 , 3
writeLog,0,524288,128, 67108864 , 352 , 3
writeLog,0,524288,1, 524288 , 161 , 4
writeLog,0,524288,2, 1048576 , 230 , 4
writeLog,0,524288,4, 2097152 , 297 , 4
writeLog,0,524288,8, 4194304 , 339 , 4
writeLog,0,524288,16, 8388608 , 343 , 4
writeLog,0,524288,32, 16777216 , 352 , 4
writeLog,0,524288,64, 33554432 , 360 , 4
writeLog,0,524288,128, 67108864 , 419 , 4
writeLog,0,524288,1, 524288 , 55 , 1
writeLog,0,524288,1, 524288 , 55 , 1
writeLog,0,524288,1, 524288 , 55 , 1
writeLog,0,524288,1, 524288 , 55 , 1
writeLog,0,524288,2, 1048576 , 99 , 1
writeLog,0,524288,2, 1048576 , 99 , 1
writeLog,0,524288,2, 1048576 , 99 , 1
writeLog,0,524288,2, 1048576 , 99 , 1
writeLog,0,524288,4, 2097152 , 158 , 1
writeLog,0,524288,4, 2097152 , 158 , 1
writeLog,0,524288,4, 2097152 , 158 , 1
writeLog,0,524288,4, 2097152 , 159 , 1
writeLog,0,524288,8, 4194304 , 226 , 1
writeLog,0,524288,8, 4194304 , 226 , 1
writeLog,0,524288,8, 4194304 , 227 , 1
writeLog,0,524288,8, 4194304 , 227 , 1
writeLog,0,524288,16, 8388608 , 260 , 1
writeLog,0,524288,16, 8388608 , 260 , 1
writeLog,0,524288,16, 8388608 , 260 , 1
writeLog,0,524288,16, 8388608 , 257 , 1
writeLog,0,524288,32, 16777216 , 268 , 1
writeLog,0,524288,32, 16777216 , 268 , 1
writeLog,0,524288,32, 16777216 , 272 , 1
writeLog,0,524288,32, 16777216 , 268 , 1
writeLog,0,524288,64, 33554432 , 285 , 1
writeLog,0,524288,64, 33554432 , 285 , 1
writeLog,0,524288,64, 33554432 , 284 , 1
writeLog,0,524288,64, 33554432 , 285 , 1
writeLog,0,524288,128, 67108864 , 311 , 1
writeLog,0,524288,128, 67108864 , 301 , 1
writeLog,0,524288,128, 67108864 , 301 , 1
writeLog,0,524288,128, 67108864 , 301 , 1
writeLog,0,524288,1, 524288 , 101 , 2
writeLog,0,524288,1, 524288 , 101 , 2
writeLog,0,524288,1, 524288 , 100 , 2
writeLog,0,524288,1, 524288 , 101 , 2
writeLog,0,524288,2, 1048576 , 162 , 2
writeLog,0,524288,2, 1048576 , 160 , 2
writeLog,0,524288,2, 1048576 , 162 , 2
writeLog,0,524288,2, 1048576 , 160 , 2
writeLog,0,524288,4, 2097152 , 227 , 2
writeLog,0,524288,4, 2097152 , 229 , 2
writeLog,0,524288,4, 2097152 , 228 , 2
writeLog,0,524288,4, 2097152 , 229 , 2
writeLog,0,524288,8, 4194304 , 281 , 2
writeLog,0,524288,8, 4194304 , 283 , 2
writeLog,0,524288,8, 4194304 , 283 , 2
writeLog,0,524288,8, 4194304 , 283 , 2
writeLog,0,524288,16, 8388608 , 310 , 2
writeLog,0,524288,16, 8388608 , 310 , 2
writeLog,0,524288,16, 8388608 , 310 , 2
writeLog,0,524288,16, 8388608 , 306 , 2
writeLog,0,524288,32, 16777216 , 317 , 2
writeLog,0,524288,32, 16777216 , 318 , 2
writeLog,0,524288,32, 16777216 , 318 , 2
writeLog,0,524288,32, 16777216 , 318 , 2
writeLog,0,524288,64, 33554432 , 335 , 2
writeLog,0,524288,64, 33554432 , 326 , 2
writeLog,0,524288,64, 33554432 , 335 , 2
writeLog,0,524288,64, 33554432 , 335 , 2
writeLog,0,524288,128, 67108864 , 335 , 2
writeLog,0,524288,128, 67108864 , 335 , 2
writeLog,0,524288,128, 67108864 , 335 , 2
writeLog,0,524288,128, 67108864 , 335 , 2
writeLog,0,524288,1, 524288 , 134 , 3
writeLog,0,524288,1, 524288 , 133 , 3
writeLog,0,524288,1, 524288 , 132 , 3
writeLog,0,524288,1, 524288 , 133 , 3
writeLog,0,524288,2, 1048576 , 202 , 3
writeLog,0,524288,2, 1048576 , 202 , 3
writeLog,0,524288,2, 1048576 , 202 , 3
writeLog,0,524288,2, 1048576 , 202 , 3
writeLog,0,524288,4, 2097152 , 224 , 3
writeLog,0,524288,4, 2097152 , 226 , 3
writeLog,0,524288,4, 2097152 , 220 , 3
writeLog,0,524288,4, 2097152 , 224 , 3
writeLog,0,524288,8, 4194304 , 320 , 3
writeLog,0,524288,8, 4194304 , 327 , 3
writeLog,0,524288,8, 4194304 , 320 , 3
writeLog,0,524288,8, 4194304 , 317 , 3
writeLog,0,524288,16, 8388608 , 323 , 3
writeLog,0,524288,16, 8388608 , 327 , 3
writeLog,0,524288,16, 8388608 , 327 , 3
writeLog,0,524288,16, 8388608 , 333 , 3
writeLog,0,524288,32, 16777216 , 339 , 3
writeLog,0,524288,32, 16777216 , 329 , 3
writeLog,0,524288,32, 16777216 , 327 , 3
writeLog,0,524288,32, 16777216 , 339 , 3
writeLog,0,524288,64, 33554432 , 360 , 3
writeLog,0,524288,64, 33554432 , 347 , 3
writeLog,0,524288,64, 33554432 , 352 , 3
writeLog,0,524288,64, 33554432 , 369 , 3
writeLog,0,524288,128, 67108864 , 352 , 3
writeLog,0,524288,128, 67108864 , 369 , 3
writeLog,0,524288,128, 67108864 , 352 , 3
writeLog,0,524288,128, 67108864 , 357 , 3
writeLog,0,524288,1, 524288 , 159 , 4
writeLog,0,524288,1, 524288 , 162 , 4
writeLog,0,524288,1, 524288 , 162 , 4
writeLog,0,524288,1, 524288 , 162 , 4
writeLog,0,524288,2, 1048576 , 229 , 4
writeLog,0,524288,2, 1048576 , 229 , 4
writeLog,0,524288,2, 1048576 , 229 , 4
writeLog,0,524288,2, 1048576 , 229 , 4
writeLog,0,524288,4, 2097152 , 295 , 4
writeLog,0,524288,4, 2097152 , 291 , 4
writeLog,0,524288,4, 2097152 , 297 , 4
writeLog,0,524288,4, 2097152 , 295 , 4
writeLog,0,524288,8, 4194304 , 339 , 4
writeLog,0,524288,8, 4194304 , 335 , 4
writeLog,0,524288,8, 4194304 , 339 , 4
writeLog,0,524288,8, 4194304 , 339 , 4
writeLog,0,524288,16, 8388608 , 343 , 4
writeLog,0,524288,16, 8388608 , 343 , 4
writeLog,0,524288,16, 8388608 , 343 , 4
