thread_num,logger_num,buffer_num,buffer_size,clocks_per_us,epoch_time,extime,max_ope,rmw,rratio,tuple_num,ycsb,zipf_skew,throughput[tps],abort_rate,durabule_latency,log_throughput[B/s],write_latency_rate,write_count,buffer_count,byte_count,txn_latency,log_queue_latency,write_latency,notify_latency,backpressure_latency,wait_depoch_latency,mean_depoch_diff,sdev_depoch_diff,max_depoch_diff,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses
8,8,4,512,2095,40,8,10,0,0,1000000,1,0,6816713,0.0003,-nan,1.04088e+09,0.240411,17025,17144,8725629408,0.0009,2.0562,0.7901,-nan,0.0362,,1.09821,0.297605,2,,,
8,8,4,512,2095,40,8,10,0,0,1000000,1,0,6781054,0.0003,-nan,1.03547e+09,0.239829,16810,16859,8679979776,0.0009,2.0591,0.7898,-nan,0.0364,,1.09946,0.299294,2,,,
8,8,4,512,2095,40,8,10,0,0,1000000,1,0,6836430,0.0003,-nan,1.04391e+09,0.241215,17651,17756,8750875344,0.0009,2.0502,0.7916,-nan,0.0362,,1.09473,0.292844,2,,,
8,8,4,512,2095,40,8,10,0,0,1000000,1,0,6797214,0.0003,-nan,1.03793e+09,0.235945,17096,17162,8700670096,0.0009,2.0479,0.7839,-nan,0.0366,,1.0978,0.297054,2,,,
8,8,4,512,2095,40,8,10,0,0,1000000,1,0,6816225,0.0003,-nan,1.04084e+09,0.238196,17125,17235,8725005280,0.0009,2.0547,0.7878,-nan,0.0364,,1.09764,0.296829,2,,,
24,8,4,512,2095,40,8,10,0,0,1000000,1,0,20342779,0.0009,-nan,3.10588e+09,0.644838,32222,50328,26039445008,0.0009,2.8237,0.7760,-nan,0.0379,,1.09441,0.292399,2,,,
24,8,4,512,2095,40,8,10,0,0,1000000,1,0,20345606,0.0009,-nan,3.10619e+09,0.651462,32314,50286,26043063600,0.0009,2.8218,0.7772,-nan,0.0377,,1.09361,0.291294,2,,,
24,8,4,512,2095,40,8,10,0,0,1000000,1,0,20364294,0.0009,-nan,3.10913e+09,0.651389,32302,50327,26066983184,0.0009,2.8202,0.7795,-nan,0.0377,,1.0939,0.291687,2,,,
24,8,4,512,2095,40,8,10,0,0,1000000,1,0,20361322,0.0009,-nan,3.10865e+09,0.650353,32311,50328,26063177952,0.0009,2.8194,0.7776,-nan,0.0376,,1.09347,0.29109,2,,,
24,8,4,512,2095,40,8,10,0,0,1000000,1,0,20356790,0.0009,-nan,3.10789e+09,0.650436,32596,50328,26057379440,0.0009,2.8145,0.7767,-nan,0.0376,,1.09339,0.290977,2,,,
56,8,4,512,2095,40,8,10,0,0,1000000,1,0,39894125,0.0019,-nan,6.08148e+09,0.994539,5131,103791,51065909488,0.0009,14.6745,0.6576,-nan,0.2044,,1.61372,0.486943,2,,,
56,8,4,512,2095,40,8,10,0,0,1000000,1,0,39970482,0.0019,-nan,6.09406e+09,0.994488,5161,103906,51163653968,0.0009,14.6505,0.6564,-nan,0.2013,,1.61093,0.487587,2,,,
56,8,4,512,2095,40,8,10,0,0,1000000,1,0,40201133,0.0019,-nan,6.12861e+09,0.994371,5160,104389,51458892640,0.0009,14.5925,0.6528,-nan,0.1977,,1.61124,0.487516,2,,,
56,8,4,512,2095,40,8,10,0,0,1000000,1,0,40029968,0.0019,-nan,6.10241e+09,0.994778,5129,104086,51239793408,0.0009,14.6978,0.6557,-nan,0.2114,,1.61182,0.487385,2,,,
56,8,4,512,2095,40,8,10,0,0,1000000,1,0,40083016,0.0019,-nan,6.11096e+09,0.994468,5162,104165,51307697408,0.0009,14.5922,0.6546,-nan,0.1969,,1.61197,0.487348,2,,,
88,8,4,512,2095,40,8,10,0,0,1000000,1,0,38791789,0.0022,-nan,5.90759e+09,0.99307,3152,106508,49654971024,0.0011,24.0647,0.6732,-nan,0.8718,,1.98604,0.279062,3,,,
88,8,4,512,2095,40,8,10,0,0,1000000,1,0,38897241,0.0022,-nan,5.92338e+09,0.992989,3155,106775,49789950160,0.0011,24.0012,0.6712,-nan,0.8677,,1.99873,0.279275,3,,,
88,8,4,512,2095,40,8,10,0,0,1000000,1,0,39017237,0.0023,-nan,5.94208e+09,0.993087,3170,107024,49943549792,0.0011,23.9462,0.6696,-nan,0.8596,,1.98707,0.27661,3,,,
88,8,4,512,2095,40,8,10,0,0,1000000,1,0,38874591,0.0023,-nan,5.91989e+09,0.99297,3176,106622,49760962144,0.0011,24.0313,0.6719,-nan,0.8639,,1.983,0.284553,3,,,
88,8,4,512,2095,40,8,10,0,0,1000000,1,0,38895429,0.0023,-nan,5.92155e+09,0.992192,3167,106776,49787633376,0.0011,24.0031,0.6709,-nan,0.8660,,1.98484,0.27491,3,,,
120,8,4,512,2095,40,8,10,0,0,1000000,1,0,36662785,0.0020,-nan,5.57575e+09,0.987189,2145,103036,46929801728,0.0013,34.8759,0.6979,-nan,1.4520,,2.44895,0.560958,3,,,
120,8,4,512,2095,40,8,10,0,0,1000000,1,0,36677010,0.0020,-nan,5.57958e+09,0.986181,2159,103224,46948015392,0.0013,34.8059,0.6976,-nan,1.4548,,2.44233,0.568957,3,,,
120,8,4,512,2095,40,8,10,0,0,1000000,1,0,36842108,0.0021,-nan,5.60307e+09,0.987031,2148,103466,47159341392,0.0013,34.7184,0.6945,-nan,1.4480,,2.45531,0.557253,3,,,
120,8,4,512,2095,40,8,10,0,0,1000000,1,0,36792290,0.0020,-nan,5.59515e+09,0.987193,2152,103389,47095571616,0.0013,34.7531,0.6955,-nan,1.4509,,2.45446,0.561237,3,,,
120,8,4,512,2095,40,8,10,0,0,1000000,1,0,36740889,0.0020,-nan,5.5895e+09,0.986759,2165,103332,47029779088,0.0013,34.7629,0.6963,-nan,1.4491,,2.43464,0.571182,3,,,
152,8,4,512,2095,40,8,10,0,0,1000000,1,0,37203548,0.0023,-nan,5.6547e+09,0.982867,1808,112392,47622123872,0.0014,41.2889,0.6909,-nan,2.1109,,2.69801,0.584391,4,,,
152,8,4,512,2095,40,8,10,0,0,1000000,1,0,37173915,0.0023,-nan,5.65069e+09,0.984796,1795,113168,47584209584,0.0014,41.0195,0.6928,-nan,2.1172,,2.73203,0.558759,4,,,
152,8,4,512,2095,40,8,10,0,0,1000000,1,0,37305249,0.0023,-nan,5.67189e+09,0.983638,1827,113513,47752323856,0.0014,40.8912,0.6898,-nan,2.1054,,2.71045,0.59102,4,,,
152,8,4,512,2095,40,8,10,0,0,1000000,1,0,37278817,0.0023,-nan,5.66704e+09,0.981993,1805,112959,47718478896,0.0014,41.0746,0.6896,-nan,2.1049,,2.71579,0.585865,4,,,
152,8,4,512,2095,40,8,10,0,0,1000000,1,0,37202675,0.0023,-nan,5.65476e+09,0.981738,1804,112596,47621010688,0.0014,41.2028,0.6910,-nan,2.1099,,2.69956,0.577427,4,,,
184,8,4,512,2095,40,8,10,0,0,1000000,1,0,37605218,0.0027,-nan,5.71254e+09,0.977998,1603,117884,48136353264,0.0016,48.2057,0.6862,-nan,2.7247,,2.8534,0.731215,4,,,
184,8,4,512,2095,40,8,10,0,0,1000000,1,0,37461710,0.0027,-nan,5.68814e+09,0.978543,1625,118180,47952663360,0.0016,48.1009,0.6905,-nan,2.7239,,2.82338,0.665989,4,,,
184,8,4,512,2095,40,8,10,0,0,1000000,1,0,37588291,0.0027,-nan,5.71016e+09,0.980275,1628,118190,48114688016,0.0016,48.0812,0.6876,-nan,2.7276,,2.83292,0.723032,4,,,
184,8,4,512,2095,40,8,10,0,0,1000000,1,0,37734598,0.0027,-nan,5.7304e+09,0.979365,1622,118098,48301958576,0.0016,48.1165,0.6844,-nan,2.7136,,2.82984,0.73974,4,,,
184,8,4,512,2095,40,8,10,0,0,1000000,1,0,37580310,0.0027,-nan,5.70753e+09,0.980726,1609,117635,48104465024,0.0016,48.3122,0.6870,-nan,2.7270,,2.82971,0.756128,4,,,
216,8,4,512,2095,40,8,10,0,0,1000000,1,0,37848326,0.0032,-nan,5.74676e+09,0.979784,1497,123052,48447611312,0.0017,54.1276,0.6798,-nan,3.3191,,2.96526,0.711909,4,,,
216,8,4,512,2095,40,8,10,0,0,1000000,1,0,37794582,0.0032,-nan,5.73563e+09,0.980468,1524,123215,48378820800,0.0017,54.0650,0.6828,-nan,3.3189,,2.90486,0.656901,4,,,
216,8,4,512,2095,40,8,10,0,0,1000000,1,0,37780441,0.0032,-nan,5.7363e+09,0.969583,1500,122949,48360713232,0.0017,54.2375,0.6824,-nan,3.3358,,2.944,0.682037,4,,,
216,8,4,512,2095,40,8,10,0,0,1000000,1,0,37972275,0.0031,-nan,5.76529e+09,0.978169,1492,122641,48606259408,0.0017,54.4066,0.6782,-nan,3.3228,,2.91957,0.693144,4,,,
216,8,4,512,2095,40,8,10,0,0,1000000,1,0,37873136,0.0032,-nan,5.74626e+09,0.978335,1524,123285,48479368560,0.0017,54.0797,0.6814,-nan,3.3021,,2.93373,0.704691,4,,,
16,16,4,512,2095,40,8,10,0,0,1000000,1,0,13545208,0.0006,-nan,2.0683e+09,0.342493,33470,33480,17338324432,0.0009,2.0801,1.2182,-nan,0.0370,,1.09991,0.299885,2,,,
16,16,4,512,2095,40,8,10,0,0,1000000,1,0,13606242,0.0006,-nan,2.07765e+09,0.350229,33554,33597,17416450400,0.0009,2.0714,1.2308,-nan,0.0369,,1.09966,0.299551,2,,,
16,16,4,512,2095,40,8,10,0,0,1000000,1,0,13561228,0.0006,-nan,2.07077e+09,0.337521,33550,33551,17358830736,0.0009,2.0756,1.1982,-nan,0.0370,,1.09967,0.299567,2,,,
16,16,4,512,2095,40,8,10,0,0,1000000,1,0,13580301,0.0006,-nan,2.07368e+09,0.345635,33552,33554,17383244448,0.0009,2.0755,1.2280,-nan,0.0369,,1.09967,0.299559,2,,,
16,16,4,512,2095,40,8,10,0,0,1000000,1,0,13570332,0.0006,-nan,2.07213e+09,0.34927,33556,33567,17370483952,0.0009,2.0749,1.2398,-nan,0.0370,,1.09965,0.299543,2,,,
48,16,4,512,2095,40,8,10,0,0,1000000,1,0,37682884,0.0020,-nan,5.75213e+09,0.879597,60864,97885,48235442400,0.0010,3.4194,1.1566,-nan,0.0404,,1.10611,0.307975,2,,,
