thread_num,logger_num,buffer_num,buffer_size,clocks_per_us,epoch_time,extime,max_ope,rmw,rratio,tuple_num,ycsb,zipf_skew,throughput[tps],abort_rate,durabule_latency,log_throughput[B/s],backpressure_latency_rate,write_latency_rate,write_count,buffer_count,byte_count
48,16,2,512,2095,40,8,10,0,0,1000000,1,0,15087216,0.0111,56.3435,2.30241e+09,,0.399539,24427,40217,19312191680
48,16,2,512,2095,40,8,10,0,0,1000000,1,0,15132424,0.0088,56.7423,2.30949e+09,,0.399329,24420,40235,19370060704
48,16,2,512,2095,40,8,10,0,0,1000000,1,0,15076580,0.0118,56.6344,2.30135e+09,,0.397017,24410,40194,19298579680
80,16,2,512,2095,40,8,10,0,0,1000000,1,0,21056474,0.1766,63.7697,3.21137e+09,,0.563062,25258,61884,26953154048
80,16,2,512,2095,40,8,10,0,0,1000000,1,0,21079799,0.1823,63.7612,3.21461e+09,,0.562914,25476,61991,26983012672
80,16,2,512,2095,40,8,10,0,0,1000000,1,0,21099272,0.1749,63.6663,3.21746e+09,,0.562251,25559,62163,27007941712
80,16,2,512,2095,40,8,10,0,0,1000000,1,0,21158447,0.1864,63.8095,3.22633e+09,,0.565834,25554,62302,27083686016
80,16,2,512,2095,40,8,10,0,0,1000000,1,0,21060367,0.1767,63.6527,3.21116e+09,,0.561081,25402,61971,26958140720
112,16,2,512,2095,40,8,10,0,0,1000000,1,0,26148336,0.1972,67.9922,3.98602e+09,,0.707756,20221,72231,33470875760
112,16,2,512,2095,40,8,10,0,0,1000000,1,0,26090147,0.2002,68.2244,3.97556e+09,,0.707195,20482,72171,33396392912
112,16,2,512,2095,40,8,10,0,0,1000000,1,0,26268058,0.2000,67.8241,4.00392e+09,,0.707528,20550,72686,33624124784
112,16,2,512,2095,40,8,10,0,0,1000000,1,0,26262545,0.2008,67.7053,4.00326e+09,,0.707208,20599,72720,33617068640
112,16,2,512,2095,40,8,10,0,0,1000000,1,0,26290131,0.2021,67.7352,4.00748e+09,,0.710031,20547,72813,33652380736
144,16,2,512,2095,40,8,10,0,0,1000000,1,0,28332413,0.3099,58.7338,4.31726e+09,,0.700475,26669,84858,36266685104
144,16,2,512,2095,40,8,10,0,0,1000000,1,0,28132422,0.3068,58.0532,4.28892e+09,,0.692818,27067,84407,36010685920
144,16,2,512,2095,40,8,10,0,0,1000000,1,0,28326709,0.3115,58.6747,4.31763e+09,,0.701203,26877,84917,36259382480
144,16,2,512,2095,40,8,10,0,0,1000000,1,0,28237385,0.3147,58.3917,4.30333e+09,,0.695484,26828,84708,36145045664
144,16,2,512,2095,40,8,10,0,0,1000000,1,0,28245935,0.3128,58.6110,4.3053e+09,,0.700771,26634,84662,36155988496
176,16,2,512,2095,40,8,10,0,0,1000000,1,0,29853050,0.3781,59.4130,4.54917e+09,,0.727923,21656,88249,38213143008
176,16,2,512,2095,40,8,10,0,0,1000000,1,0,29757773,0.3833,59.6432,4.53514e+09,,0.723188,21461,87950,38091182096
